新竹縣竹北市,張碧琴,中國國民黨,張碧琴,http://www.facebook.com/171272043001096,張碧琴,http://www.facebook.com/714621548601008
新竹縣竹北市,何淦銘,無,竹北市長參選人 何淦銘相挺粉絲團,http://www.facebook.com/372705242763793
新竹縣竹東鎮,徐兆璋,中國國民黨
新竹縣新埔鎮,陳英樓,中國國民黨,陳英樓,http://www.facebook.com/327154544134258
新竹縣新埔鎮,林保祿,無,林保祿,http://www.facebook.com/499592276839077,<Rock Jesus>丹林聖保祿青年會,http://www.facebook.com/446852052017043,聖保祿6A~6E林師奶夫論壇,http://www.facebook.com/145232105533125
新竹縣關西鎮,曾錦祥,無
新竹縣關西鎮,陳耀湘,中國國民黨
新竹縣關西鎮,吳發仁,無,關西鎮長 吳發仁,http://www.facebook.com/832822900084734
新竹縣湖口鄉,林志華,中國國民黨,林志華授徒洪拳徐逸昇龍獅團,http://www.facebook.com/274570919255
新竹縣湖口鄉,陳基曜,無,陳基曜   第17屆湖口鄉鄉長參選人,http://www.facebook.com/1475500246062489
新竹縣湖口鄉,羅世洞,無,羅世洞 湖口鄉長候選人,http://www.facebook.com/1509579235947696
新竹縣新豐鄉,徐茂淦,中國國民黨
新竹縣芎林鄉,莊雲嬌,中國國民黨
新竹縣芎林鄉,劉展原,無
新竹縣橫山鄉,古榮耀,中國國民黨
新竹縣北埔鄉,陳慶德,無,陳尊德牧師的重慶教會時期,http://www.facebook.com/197099967013459
新竹縣北埔鄉,涂春海,中國國民黨
新竹縣北埔鄉,姜良明,民主進步黨
新竹縣寶山鄉,范玉燕,無
新竹縣寶山鄉,邱坤桶,中國國民黨
新竹縣峨眉鄉,江寧增,中國國民黨
新竹縣峨眉鄉,郭光熙,無
新竹縣尖石鄉,曾國大,中國國民黨,曾沛慈大馬國際后援会,http://www.facebook.com/191153741062042,82年大甲國中<325畢業>導師<曾滿郎>,http://www.facebook.com/318901891498249,大家曾經都是國小生!!!!,http://www.facebook.com/226522084056266
新竹縣尖石鄉,邱文生,無,邱子文高中學校學生會 <<Wishes>>,http://www.facebook.com/190604151028611,2013/14邱子文學生群組,http://www.facebook.com/630854220291146
新竹縣尖石鄉,雲天寶,中國國民黨,雲天寶 - Losing Asan,http://www.facebook.com/1475837146016208,天線秀雲寶ㄉ天空大軍,http://www.facebook.com/190885980936300,雲林縣四湖鄉內湖村桂山章寶宮(天上聖母,http://www.facebook.com/362810010408187,巴伐利亞 德國工藝 BMW寶馬車友新中古交流區(藍天白雲),http://www.facebook.com/559716867446292
新竹縣五峰鄉,羅俊敏,無
新竹縣五峰鄉,秋振昌,無,秋振昌,http://www.facebook.com/327120477467073
新竹縣五峰鄉,葛忠義,中國國民黨
新竹縣五峰鄉,陳世文,無
苗栗縣苗栗市,邱其煌,無
苗栗縣苗栗市,邱炳坤,無
苗栗縣苗栗市,鄒玉梅,中國國民黨,鄒玉梅,http://www.facebook.com/429744150499243
苗栗縣苑裡鎮,張顧礫,無
苗栗縣苑裡鎮,杜文卿,無,杜文卿粉絲團,http://www.facebook.com/135681563169676
苗栗縣通霄鎮,巫恒昭,無,巫恒昭粉絲團,http://www.facebook.com/1431780500417475
苗栗縣通霄鎮,徐永煌,無
苗栗縣竹南鎮,康世明,無
苗栗縣竹南鎮,陳冠興,中國國民黨
苗栗縣頭份鎮,徐定禎,無,徐定禎,http://www.facebook.com/1464786747128444
苗栗縣頭份鎮,黃盛和,中國國民黨
苗栗縣後龍鎮,朱秋隆,中國國民黨
苗栗縣後龍鎮,蔡坤松,無
苗栗縣卓蘭鎮,詹坤金,中國國民黨
苗栗縣卓蘭鎮,詹明光,中國國民黨
苗栗縣大湖鄉,胡娘妹,中國國民黨,大湖鄉長候選人胡娘妹粉絲團,http://www.facebook.com/453861448086649,大湖鄉長候選人胡娘妹後援會,http://www.facebook.com/696794370459841
苗栗縣大湖鄉,陳永福,中國國民黨,新北市議員 陳永福,http://www.facebook.com/162701220453187,陳永福,http://www.facebook.com/247927698566359,陳德聚堂（臺南市中西區永福路二段152巷20號）,http://www.facebook.com/1437983456465657
苗栗縣公館鄉,賴源順,無,賴源順選民服務專頁,http://www.facebook.com/255090744682670
苗栗縣公館鄉,曾美露,中國國民黨
苗栗縣銅鑼鄉,謝昌年,無
苗栗縣銅鑼鄉,謝其全,中國國民黨
苗栗縣南庄鄉,李清枝,中國國民黨
苗栗縣南庄鄉,賴盛為,中國國民黨
苗栗縣頭屋鄉,楊謝國,無
苗栗縣頭屋鄉,江村貴,中國國民黨
苗栗縣三義鄉,鄭淑如,無
苗栗縣三義鄉,徐文達,中國國民黨,達滎文理補習班(徐薇英文達滎分校),http://www.facebook.com/772246252825529,達滎文理補習班(徐薇英文達滎分校),http://www.facebook.com/595787887200691
苗栗縣西湖鄉,李文林,中國國民黨,反李文林(六忠),http://www.facebook.com/171608066243267
苗栗縣西湖鄉,古木賢,無
苗栗縣造橋鄉,黃純德,中國國民黨,瀑布哥小黃歸國之髒髒德把到清純學生幼齒妹脫離單身團,http://www.facebook.com/350433551751683
苗栗縣三灣鄉,梁召明,中國國民黨
苗栗縣三灣鄉,溫志強,中國國民黨,MATH 11O'CAMP 最溫馨最強大組—黃宗集志社﹗,http://www.facebook.com/192366437493509
苗栗縣三灣鄉,李聲生,中國國民黨,"有錢大家洗，軒哥不想大家""不努而鑊""，要大家叫聲""軒哥""教曉同學要付出才有收鑊。李+X捐錢俾港大，港大醫學院咪立即改名，唔通李生有錯嗎？",http://www.facebook.com/124026650993770
苗栗縣獅潭鄉,賴癸章,中國國民黨
苗栗縣獅潭鄉,黃媋蘭,無
苗栗縣泰安鄉,陳吉基,中國國民黨,陳吉基活力青年團,http://www.facebook.com/517181121759112
苗栗縣泰安鄉,楊政孝,中國國民黨,楊政孝,http://www.facebook.com/786041701442749
苗栗縣泰安鄉,劉美蘭,無
