新竹縣,葉芳棟,無
新竹縣,鄭永金,無,鄭永金後援會,http://www.facebook.com/1456483931288790,鄭永金,http://www.facebook.com/108068519213477,鄭永金：再造幸福新竹縣,http://www.facebook.com/1472262029699722
新竹縣,莊作兵,無
新竹縣,邱鏡淳,中國國民黨,邱鏡淳,http://www.facebook.com/182760701743659,Chiu Ching-chun,http://www.facebook.com/109440955740458,新竹縣長邱鏡淳選舉後援會,http://www.facebook.com/229814463892025
苗栗縣,徐耀昌,中國國民黨,徐耀昌加油讚,http://www.facebook.com/370040056424487,徐耀昌,http://www.facebook.com/311385242280901
苗栗縣,吳宜臻,民主進步黨,吳宜臻,http://www.facebook.com/407109129399950
苗栗縣,康世儒,無,康世儒,http://www.facebook.com/272611579463002
苗栗縣,曾國良,無,24屆鼎金國中之不良街的曾經,http://www.facebook.com/235226866537157
苗栗縣,江明修,無,「江」是老的辣-明修網路軍團,http://www.facebook.com/655330577878479,悼念: 江煥琼老師 (明愛聖方濟各職業先修中學/明愛胡振中學),http://www.facebook.com/166169026736218
苗栗縣,陳淑芬,無,陳淑芬_苗栗縣長候選人,http://www.facebook.com/1458548061093116,周遊獅子會第四屆會長陳淑芬任內回顧,http://www.facebook.com/520148381436869
彰化縣,洪敏雄,無,洪敏雄,http://www.facebook.com/634643286632116
彰化縣,黃文玲,無,黃文玲,http://www.facebook.com/1541221382773360,黃文玲律師,http://www.facebook.com/1420025788271644,東海英文班之老師黃雅玲,http://www.facebook.com/193656487322788
彰化縣,魏明谷,民主進步黨,魏明谷,http://www.facebook.com/597999373584748,社頭蔡英文總統及魏明谷立委之友會,http://www.facebook.com/101647239952430
彰化縣,林滄敏,中國國民黨,林滄敏之友,http://www.facebook.com/226477527373671,行動立委林滄敏青年連線服務團,http://www.facebook.com/241285309291770,彰化縣縣長候選人林滄敏後援會,http://www.facebook.com/1427723600812070
南投縣,林明溱,中國國民黨
南投縣,李文忠,民主進步黨,李文忠,http://www.facebook.com/627012287332970,Li Hongzhang,http://www.facebook.com/178084725544271,反李文林(六忠),http://www.facebook.com/171608066243267,李文忠婦女後援會竹山分會,http://www.facebook.com/304280823085910,南投縣縣長參選人─李文忠  縣民後援團,http://www.facebook.com/763208563725114
雲林縣,李進勇,民主進步黨,李進勇,http://www.facebook.com/458414454235458,李進勇網路青年正直後援會,http://www.facebook.com/630620556987142,黃財福暨李進勇文宣工讀,http://www.facebook.com/1521703981374861,蔡岳儒力挺蔡英文李進勇網路後援會,http://www.facebook.com/260806217289112
雲林縣,張麗善,中國國民黨,張麗善粉絲團,http://www.facebook.com/483787188396639,張麗善競選團隊-西螺服務處,http://www.facebook.com/538286599632682,張麗善的園地/雲林我們的家,http://www.facebook.com/756472484383340
嘉義縣,黃宏成台灣阿成世界偉人,無
嘉義縣,翁重鈞,中國國民黨,翁重鈞,http://www.facebook.com/651793141603166,翁重鈞青年軍-紅豆兵團,http://www.facebook.com/171294169584074
嘉義縣,張花冠,民主進步黨,張花冠(小花)縣長,http://www.facebook.com/245094022199655,Helen Chang,http://www.facebook.com/109231682428736
屏東縣,潘孟安,民主進步黨,潘孟安,http://www.facebook.com/309973010630,潘孟安粉絲團,http://www.facebook.com/628621130535525
屏東縣,簡太郎,中國國民黨,簡太郎,http://www.facebook.com/640494759333841,Chien Tai-lang,http://www.facebook.com/367645470027881
宜蘭縣,邱淑媞,中國國民黨,邱淑媞-用愛與勇氣，媞升宜蘭,http://www.facebook.com/638169269571327
宜蘭縣,林聰賢,民主進步黨,林聰賢,http://www.facebook.com/268580496656613,Lin Tsung-hsien,http://www.facebook.com/107661309256557
花蓮縣,黄師鵬,無
花蓮縣,傳崐萁,無
花蓮縣,柯賜海,無,抗議天王，柯賜海,http://www.facebook.com/185327554962305,一直以來我都長得像柯賜海,http://www.facebook.com/1434917730061845,尋找一萬個柯賜海打暴勞動部電話,http://www.facebook.com/237978966326503
花蓮縣,朱國華,無,"抵制不良導師陳國華,全力簽署朱世維留下",http://www.facebook.com/279454845449854
花蓮縣,蔡啟塔,中國國民黨,蔡啟塔,http://www.facebook.com/415284078609730,中國國民黨花蓮縣長候選人蔡啟塔後援會,http://www.facebook.com/246805445524589
花蓮縣,徐榛蔚,無
臺東縣,劉櫂豪,民主進步黨
